MCC Medicine Reg. No.	Applicants MCC Licence No	Applicant Name	Nappi Code	ATC 4	Medicine Schedule	Medicine Proprietary Name	Active Ingredients	Strength	Pack Size	Quantity	Manufacturer Price	Logistics Fee	VAT	SEP	Unit Price	Effective Date	Originator or Generic
44260024	0000000985	Accord Healthcare (Pty) Ltd	712873001	L01XX	S4	Irinotas 100	Irinotecan Hydrochloride	20 mg/ml INJ	5	1	771.3	85.7	128.55	985.55	197.11		Generic
41261002	0000000985	Accord Healthcare (Pty) Ltd	713432001	L01CA	S4	Accord-Vincristine 1mg/ml 	Vincristine Sulfate	2 mg/2ml INJ	2	1	92.96	10.33	15.49	118.78	59.39	2018-04-01	Generic
42260903	0000000985	Accord Healthcare (Pty) Ltd	713873001	L01BC	S4	Accord Gemcitabine 1g 	Gemcitabine Hydrochloride	1000 mg/50ml INJ	50	1	1186.02	131.78	197.67	1515.47	30.31	2018-04-01	Generic
42260088	0000000985	Accord Healthcare (Pty) Ltd	713874001	L01BC	S4	Accord Gemcitabine 200mg 	Gemcitabine Hydrochloride	200 mg/10ml INJ	10	1	237.2	26.36	39.53	303.09	30.31		Generic
422650159	0000000985	Accord Healthcare (Pty) Ltd	713964001	N05AX	S5	Rispacor 4 	Risperidone	4 mg TAB	30	1	932.66	103.63	155.44	1191.73	39.72	2018-04-01	Generic
422650158	0000000985	Accord Healthcare (Pty) Ltd	713965001	N05AX	S5	Rispacor 3	Risperidone	3 mg TAB	30	1	576.72	64.08	96.12	736.92	24.56		Generic
422650157	0000000985	Accord Healthcare (Pty) Ltd	713966001	N05AX	S5	Rispacor 2	Risperidone	2 mg TAB	30	1	389.61	43.29	64.94	497.84	16.59	2018-04-01	Generic
422650156	0000000985	Accord Healthcare (Pty) Ltd	713967001	N05AX	S5	Rispacor 1	Risperidone	1 mg TAB	30	1	229.51	25.51	38.25	293.27	9.78	2018-04-01	Generic
41710659	0000000985	Accord Healthcare (Pty) Ltd	713971001	C08CA	S3	Amtas 5 	Amlodipine Besilate	5 mg TAB	30	1	49.5	5.5	8.25	63.25	2.11		Generic
41710660	0000000985	Accord Healthcare (Pty) Ltd	713972001	C08CA	S3	Amtas 10 	Amlodipine Besilate	10 mg TAB	30	1	72.72	8.08	12.12	92.92	3.1	2018-04-01	Generic
422650155	0000000985	Accord Healthcare (Pty) Ltd	714101001	N05AX	S5	Rispacor 0.5	Risperidone	0.5 mg TAB	30	1	129.19	14.35	21.53	165.08	5.5		Generic
412120640	0000000985	Accord Healthcare (Pty) Ltd	714426001	A10BA	S3	Accord Metformin 850	Metformin Hydrochloride	850 mg TAB	60	1	33.53	3.73	5.59	42.84	0.71	2018-04-01	Generic
412120639	0000000985	Accord Healthcare (Pty) Ltd	714427001	A10BA	S3	Accord Metformin 500	Metformin Hydrochloride	500 mg TAB	100	1	30.56	3.4	5.09	39.05	0.39	2018-04-01	Generic
42260089	0000000985	Accord Healthcare (Pty) Ltd	715322001	L01BC	S4	Cytigem 200mg 	Gemcitabine Hydrochloride	200 mg/10ml INJ	10	1	236.86	26.32	39.48	302.66	30.27		Generic
42260902	0000000985	Accord Healthcare (Pty) Ltd	715323001	L01BC	S4	Cytigem 1g 	Gemcitabine Hydrochloride	1 g/50ml INJ	50	1	1184.31	131.59	197.39	1513.29	30.27	2018-04-01	Generic
4221120259	0000000985	Accord Healthcare (Pty) Ltd	715703001	L02BG	S4	Accord Anastrozole	Anastrozole	1 mg FCT	30	1	198	22	33	253	8.43		Generic
4221,120323	0000000985	Accord Healthcare (Pty) Ltd	715704001	L02BG	S4	Accord Letrozole 2,5 mg	Letrozole	2.5 mg FCT	30	1	373.5	41.49	62.25	477.24	15.91	2018-04-01	Generic
4221120431	0000000985	Accord Healthcare (Pty) Ltd	715705001	L02BB	S4	Accord Bicalutamide 50 mg	Bicalutamide	50 mg FCT	30	1	452.88	50.32	75.48	578.68	19.29	2018-04-01	Generic
42750372	0000000985	Accord Healthcare (Pty) Ltd	715709001	C10AA	S4	Pixeta 10	Pravastatin Sodium	10 mg TAB	30	1	121.01	13.45	20.17	154.62	5.15		Generic
42750373	0000000985	Accord Healthcare (Pty) Ltd	715710001	C10AA	S4	Pixeta 20	Pravastatin Sodium	20 mg TAB	30	1	132.59	14.73	22.1	169.42	5.65	2018-04-01	Generic
42750358	0000000985	Accord Healthcare (Pty) Ltd	715711001	C10AA	S4	Pixeta 40	Pravastatin Sodium	40 mg TAB	30	1	182.67	20.3	30.45	233.42	7.78		Generic
42321015	0000000985	Accord Healthcare (Pty) Ltd	715712001	M05BA	S4	Ostena 10	Alendronate Sodium 	10 mg TAB	28	1	169.38	18.82	28.23	216.43	7.73	2018-04-01	Generic
42321016	0000000985	Accord Healthcare (Pty) Ltd	715713001	M05BA	S3	Ostena 70	Alendronate Sodium	70 mg TAB	4	1	155.91	17.32	25.99	199.22	49.81	2018-04-01	Generic
4221120324	0000000985	Accord Healthcare (Pty) Ltd	715718001	L02BG	S4	Laradex	Letrozole	2.5 mg FCT	30	1	369	41	61.5	471.5	15.72		Generic
4221120260	0000000985	Accord Healthcare (Pty) Ltd	715720001	L02BG	S4	Stradexa	Anastrozole	1 mg FCT	30	1	192.6	21.4	32.1	246.1	8.2	2018-04-01	Generic
4221120430	0000000985	Accord Healthcare (Pty) Ltd	715721001	L02BB	S4	Caloxa 50 mg	Bicalutamide	50 mg FCT	30	1	414	46	69	529	17.63		Generic
42730356	0000000985	Accord Healthcare (Pty) Ltd	715852001	N02CC	S4	Accord Sumatriptan 50 mg	Sumatriptan 	50 mg TAB	2	1	75.4	8.38	12.57	96.35	48.17	2018-04-01	Generic
42730357	0000000985	Accord Healthcare (Pty) Ltd	715853001	N02CC	S4	Accord Sumatriptan 100 mg	Sumatriptan	100 mg TAB	4	1	182.55	20.28	30.42	233.25	58.31	2018-04-01	Generic
42321013	0000000985	Accord Healthcare (Pty) Ltd	715854001	M05BA	S3	Accord Alendronate 10	Alendronic Acid	10 mg TAB	28	1	172.98	19.22	28.83	221.03	7.89		Generic
42321014	0000000985	Accord Healthcare (Pty) Ltd	715855001	M05BA	S3	Accord Alendronate 70	Alendronic Acid	70 mg TAB	4	1	190.88	21.21	31.81	243.9	60.97	2018-04-01	Generic
427130325	0000000985	Accord Healthcare (Pty) Ltd	715856001	C09DA	S3	Losaar Plus 50/12,5	Losartan Potassium 	50 mg TAB	30	1	64.18	7.13	10.7	82.01	2.73		Generic
427130325	0000000985	Accord Healthcare (Pty) Ltd	715856001	C09DA	S3	Losaar Plus 50/12,5	Hydrochlorothiazide										
427130326	0000000985	Accord Healthcare (Pty) Ltd	715857001	C09DA	S3	Losaar Plus 100/25	Losartan Potassium 	100 mg TAB	30	1	71.56	7.95	11.93	91.44	3.05	2018-04-01	Generic
427130326	0000000985	Accord Healthcare (Pty) Ltd	715857001	C09DA	S3	Losaar Plus 100/25	Hydrochlorothiazide										
4111430663	0000000985	Accord Healthcare (Pty) Ltd	715885001	A02BC	S4	Accord Omeprazole 40 mg Injection	Omeprazole	40 mg INJ	1	1	31.46	3.93	5.31	40.7	40.7	2018-04-01	Generic
42260153	0000000985	Accord Healthcare (Pty) Ltd	716228001	L01DB	S4	Accord Epirubicin 10	Epirubicin Hydrochloride	2 mg/ml INJ	5	1	99.67	11.07	16.61	127.35	25.47		Generic
42260900	0000000985	Accord Healthcare (Pty) Ltd	716239001	L01DB	S4	Accord Epirubicin 50	Epirubicin Hydrochloride	2 mg/ml INJ	25	1	498.34	55.37	83.06	636.76	25.47	2018-04-01	Generic
42260152	0000000985	Accord Healthcare (Pty) Ltd	716240001	L01DB	S4	 Epicord 10	Epirubicin Hydrochloride	2 mg/ml INJ	5	1	99	11	16.5	126.5	25.3	2018-04-01	Generic
42260897	0000000985	Accord Healthcare (Pty) Ltd	716241001	L01DB	S4	 Epicord 50	Epirubicin Hydrochloride	2 mg/ml INJ	25	1	495	55	82.5	632.5	25.3		Generic
412120656	0000000985	Accord Healthcare (Pty) Ltd	716714001	A10BB	S3	Accord Glimepiride 1 mg	Glimepiride 	1 mg TAB	30	1	39.79	4.42	6.63	50.84	1.69	2018-04-01	Generic
412120657	0000000985	Accord Healthcare (Pty) Ltd	716715001	A10BB	S3	Accord Glimepiride 2 mg	Glimepiride 	2 mg TAB	30	1	78.76	8.75	13.13	100.63	3.35		Generic
412120658	0000000985	Accord Healthcare (Pty) Ltd	716716001	A10BB	S3	Accord Glimepiride 4 mg	Glimepiride 	4 mg TAB	30	1	124.37	13.82	20.73	158.92	5.3	2018-04-01	Generic
4321120056	0000000985	Accord Healthcare (Pty) Ltd	716739001	G04CB	S4	Accord Finasteride 5 mg 	Finasteride	5 mg TAB	30	1	176.38	19.6	29.4	225.38	7.51	2018-04-01	Generic
4321120058	0000000985	Accord Healthcare (Pty) Ltd	716741001	G04CB	S4	Intas Finasteride 5 mg 	Finasteride	5 mg TAB	30	1	142.38	15.82	23.73	181.93	6.06		Generic
44260374	0000000985	Accord Healthcare (Pty) Ltd	717008001	L01CD	S4	Paxitas 30	Paclitaxel	30 mg/5ml INJ	5	1	100.62	11.18	16.77	128.57	25.71	2018-04-01	Generic
44260375	0000000985	Accord Healthcare (Pty) Ltd	717009001	L01CD	S4	Paxitas 100	Paclitaxel 	100 mg/16.7ml INJ	16.7	1	336.07	37.34	56.01	429.42	25.71		Generic
44260376	0000000985	Accord Healthcare (Pty) Ltd	717011001	L01CD	S4	Paxitas 300	Paclitaxel 	300 mg/50ml INJ	50	1	1006.2	111.8	167.7	1285.7	25.71	2018-04-01	Generic
425100891	0000000985	Accord Healthcare (Pty) Ltd	717049001	A04AA	S4	Alepet 4	Ondansetron 	4 mg/2ml INJ	2	5	39.38	4.92	6.65	50.95	5.09	2018-04-01	Generic
425100892	0000000985	Accord Healthcare (Pty) Ltd	717050001	A04AA	S4	Alepet 8	Ondansetron 	8 mg/4ml INJ	4	5	78.76	9.84	13.29	101.89	5.09		Generic
44260380	0000000985	Accord Healthcare (Pty) Ltd	717829001	L01XA	S4	Intas Oxaliplatin 50	Oxaliplatin 	5 mg/ml INF	10	1	839.81	93.31	139.97	1073.09	107.31	2018-04-01	Generic
42261066	0000000985	Accord Healthcare (Pty) Ltd	717830001	L01XA	S4	Intas Oxaliplatin 100	Oxaliplatin 	5 mg/ml INF	20	1	1679.62	186.62	279.94	2146.18	107.31		Generic
44260964	0000000985	Accord Healthcare (Pty) Ltd	718095001	L01AX	S4	Temintas 5	Temozolomide	5 mg CAP	5	1	81.39	9.04	13.56	103.99	20.8	2018-04-01	Generic
44260965	0000000985	Accord Healthcare (Pty) Ltd	718096001	L01AX	S4	Temintas 20	Temozolomide	20 mg CAP	5	1	325.52	36.17	54.25	415.94	83.19	2018-04-01	Generic
44260966	0000000985	Accord Healthcare (Pty) Ltd	718097001	L01AX	S4	Temintas 100	Temozolomide	100 mg CAP	5	1	1627.61	180.85	271.27	2079.72	415.94		Generic
44260967	0000000985	Accord Healthcare (Pty) Ltd	718098001	L01AX	S4	Temintas 250	Temozolomide	250 mg CAP	5	1	4025.39	447.27	670.9	5143.56	1028.71	2018-04-01	Generic
44260960	0000000985	Accord Healthcare (Pty) Ltd	718133001	L01AX	S4	Accord Temozolomide 5	Temozolomide	5 mg CAP	5	1	84.04	9.34	14.01	107.39	21.48		Generic
44260961	0000000985	Accord Healthcare (Pty) Ltd	718134001	L01AX	S4	Accord Temozolomide 20	Temozolomide	20 mg CAP	5	1	336.14	37.35	56.02	429.51	85.9	2018-04-01	Generic
44260962	0000000985	Accord Healthcare (Pty) Ltd	718135001	L01AX	S4	Accord Temozolomide 100	Temozolomide	100 mg CAP	5	1	1680.65	186.74	280.11	2147.5	429.5	2018-04-01	Generic
44260963	0000000985	Accord Healthcare (Pty) Ltd	718136001	L01AX	S4	Accord Temozolomide 250	Temozolomide	250 mg CAP	5	1	4025.48	447.28	670.91	5143.67	1028.73		Generic
44260381	0000000985	Accord Healthcare (Pty) Ltd	718138001	L01XA	S4	Accord Oxaliplatin 50	Oxaliplatin 	50 mg INF	10	1	843.7	93.75	140.62	1078.07	107.81	2018-04-01	Generic
42261065	0000000985	Accord Healthcare (Pty) Ltd	718139001	L01XA	S4	Accord Oxaliplatin 100	Oxaliplatin 	100 mg INF	20	1	1687.41	187.49	281.24	2156.14	107.81		Generic
4321120055	0000000985	Accord Healthcare (Pty) Ltd	718147001	L01XA	S4	Profina 	Finasteride	1 mg TAB	30	1	104.35	11.59	17.39	133.34	4.44	2018-04-01	Generic
432120140	0000000985	Accord Healthcare (Pty) Ltd	718148001	L01AX	S3	Accord Pioglitazone 15	Pioglitazone	15 mg TAB	30	1	69.65	7.74	11.61	89	2.97	2018-04-01	Generic
432120141	0000000985	Accord Healthcare (Pty) Ltd	718150001	L01AX	S3	Accord Pioglitazone 30	Pioglitazone	30 mg TAB	30	1	116.95	12.99	19.49	149.43	4.98		Generic
432120142	0000000985	Accord Healthcare (Pty) Ltd	718151001	L01AX	S3	Accord Pioglitazone 45	Pioglitazone	45 mg TAB	30	1	186.26	20.7	31.04	238	7.93	2018-04-01	Generic
451320225	0000000985	Accord Healthcare (Pty) Ltd	718535001	N07BB	S4	Naltima	Naltrexone Hydrochloride	50 mg TAB	28	1	678.78	75.42	113.13	867.33	30.98		Generic
44260556	0000000985	Accord Healthcare (Pty) Ltd	719395001	L01CD	S4	Axtere 20 	Docetaxel	20 mg/2ml INF	2	1	534.03	59.34	89.01	682.38	341.19	2018-04-01	Generic
44260557	0000000985	Accord Healthcare (Pty) Ltd	719396001	L01CD	S4	Axtere 80 	Docetaxel	80 mg/8ml INF	8	1	2136.16	237.35	356.03	2729.54	341.19	2018-04-01	Generic
44120851	0000000985	Accord Healthcare (Pty) Ltd	719547001	N06AB	S5	Accord Escitalopram 10 	Escitalopram	10 mg TAB	28	1	50.38	5.6	8.4	64.37	2.3		Generic
44120852	0000000985	Accord Healthcare (Pty) Ltd	719548001	N06AB	S5	Accord Escitalopram 20 	Escitalopram	20 mg TAB	28	1	70.18	7.8	11.7	89.67	3.2	2018-04-01	Generic
435410506	0000000985	Accord Healthcare (Pty) Ltd	719569001	N04BC	S4	Accord Ropinirole 0.25 mg	Ropinirole Hci	0.25 mg TAB	84	1	74.68	8.3	12.45	95.42	1.14		Generic
435410505	0000000985	Accord Healthcare (Pty) Ltd	719570001	N04BC	S4	Accord Ropinirole 0.5 mg	Ropinirole Hci	0.5 mg TAB	84	1	124.47	13.83	20.75	159.05	1.89	2018-04-01	Generic
435410507	0000000985	Accord Healthcare (Pty) Ltd	719571001	N04BC	S4	Accord Ropinirole 1 mg	Ropinirole Hci	1 mg TAB	84	1	186.48	20.72	31.08	238.28	2.84	2018-04-01	Generic
435410508	0000000985	Accord Healthcare (Pty) Ltd	719572001	N04BC	S4	Accord Ropinirole 2 mg	Ropinirole Hci	2 mg TAB	84	1	290.68	32.3	48.45	371.43	4.42		Generic
435410509	0000000985	Accord Healthcare (Pty) Ltd	719573001	N04BC	S4	Accord Ropinirole 5 mg	Ropinirole Hci	5 mg TAB	84	1	477.95	53.11	79.66	610.71	7.27	2018-04-01	Generic
42260327	0000000985	Accord Healthcare (Pty) Ltd	719621001	N05CD	S5	Accord Midazolam 15 mg/3 ml	Midazolam	15 mg/3ml INJ	3	10	122.44	15.3	20.66	158.4	5.28		Generic
42260328	0000000985	Accord Healthcare (Pty) Ltd	719622001	N05CD	S5	Accord Midazolam 50 mg/10 ml	Midazolam	50 mg/10ml INJ	10	1	40.81	5.1	6.89	52.8	5.28	2018-04-01	Generic
42260329	0000000985	Accord Healthcare (Pty) Ltd	719623001	N05CD	S5	Accord Midazolam 5 mg/5 ml	Midazolam	5 mg/5ml INJ	5	10	80.35	10.04	13.56	103.95	2.08	2018-04-01	Generic
43261019	0000000985	Accord Healthcare (Pty) Ltd	720381001	L01XA	S4	Cisacor 10	Cisplatin	1 mg/ml INF	10	1	21.05	2.34	3.51	26.89	2.69		Generic
43261021	0000000985	Accord Healthcare (Pty) Ltd	720382001	L01XA	S4	Cisacor 50 	Cisplatin	1 mg/ml INF	50	1	105.25	11.69	17.54	134.49	2.69	2018-04-01	Generic
44260377	0000000985	Accord Healthcare (Pty) Ltd	720614001	L01CD	S4	Accord Paclitaxel 30	Paclitaxel	30 mg/5ml INJ	5	1	100.83	11.2	16.8	128.83	25.77		Generic
44260378	0000000985	Accord Healthcare (Pty) Ltd	720616001	L01CD	S4	Accord Paclitaxel 100	Paclitaxel 	100 mg/16.7ml INJ	16.7	1	336.77	37.42	56.13	430.32	25.77	2018-04-01	Generic
44260379	0000000985	Accord Healthcare (Pty) Ltd	720617001	L01CD	S4	Accord Paclitaxel 300	Paclitaxel 	300 mg/50ml INJ	50	1	1008.28	112.03	168.05	1288.36	25.77	2018-04-01	Generic
4420110274	0000000985	Accord Healthcare (Pty) Ltd	721169001	J01CR	S4	Pirabax 4/0,5	Piperacillin	4 g INJ	50	1	114.43	12.72	19.07	146.22	2.92		Generic
4420110274	0000000985	Accord Healthcare (Pty) Ltd	721169001	J01CR	S4	Pirabax 4/0,5	Tazobactam										
46260487	0000000985	Accord Healthcare (Pty) Ltd	721800001	L01DB	S4	Rubexet 10mg/5ml	Doxorubicin	10 mg/5ml INJ	5	1	59.73	6.64	9.96	76.33	15.27		Generic
46260488	0000000985	Accord Healthcare (Pty) Ltd	721801001	L01DB	S4	Rubexet 50mg/25ml	Doxorubicin	50 mg/25ml INJ	25	1	298.67	33.19	49.78	381.63	15.27	2018-04-01	Generic
46260489	0000000985	Accord Healthcare (Pty) Ltd	721802001	L01DB	S4	Rubexet 200mg/100ml	Doxorubicin	200 mg/100ml INJ	100	1	1194.67	132.74	199.11	1526.52	15.27	2018-04-01	Generic
46260484	0000000985	Accord Healthcare (Pty) Ltd	721804001	L01DB	S4	Doxorubicin Accord 10mg/5ml	Doxorubicin	10 mg/5ml INJ	5	1	60.87	6.77	10.15	77.79	15.56		Generic
46260485	0000000985	Accord Healthcare (Pty) Ltd	721805001	L01DB	S4	Doxorubicin Accord 50mg/25ml	Doxorubicin	50 mg/25ml INJ	25	1	304.39	33.83	50.73	388.94	15.56	2018-04-01	Generic
49260740	0000000985	Accord Healthcare (Pty) Ltd	722780001	L01XE	S4	Imatinib Accord 100mg	Imanitib	100 mg TAB	60	1	5568.27	618.7	928.05	7115.01	118.58		Generic
49260891	0000000985	Accord Healthcare (Pty) Ltd	722781001	L01XX	S4	Valtib	Bortezomib		10	1	8640	960	1440	11040	1104	2018-04-01	Generic
49260741	0000000985	Accord Healthcare (Pty) Ltd	722788001	L01XE	S4	Imatinib Accord 400 mg	Imatinib	400 mg FCT	30	1	11388.6	1265.4	1898.1	14552.1	485.07	2018-04-01	Generic
49260742	0000000985	Accord Healthcare (Pty) Ltd	722940001	L01XE	S4	Mivesta 100 mg	Imatinib 	100 mg FCT	60	1	5553	617	925.5	7095.5	118.26		Generic
501710131	0000000985	Accord Healthcare (Pty) Ltd	722941001	M03AC	S4	Cistrax 5 mg/2,5 ml	Cisatracurium	5 mg/ 2.5 ml INF	2.5	5	172.25	19.14	28.71	220.1	17.61	2018-04-01	Generic
501710132	0000000985	Accord Healthcare (Pty) Ltd	722942001	M03AC	S4	Cistrax 10 mg/ 5 ml	Cisatracurium	10 mg/ 5 ml INF	5	5	344.48	38.28	57.41	440.17	17.61		Generic
501710133	0000000985	Accord Healthcare (Pty) Ltd	722943001	M03AC	S4	Cistrax 150 mg/30 ml	Cisatracurium	150 mg/ 30 ml INF	30	1	661	73.44	110.17	844.61	28.15	2018-04-01	Generic
49260743	0000000985	Accord Healthcare (Pty) Ltd	722964001	L01XE	S4	Mivesta 400 mg	Imatinib 	400 mg FCT	30	1	11385	1265	1897.5	14547.5	484.92	2018-04-01	Generic
49260832	0000000985	Accord Healthcare (Pty) Ltd	723381001	L01CD	S4	Docetaxel Accord 20	Docetaxel	20 mg/1ml INF	1	1	643.42	71.49	107.24	822.15	822.15		Generic
49260888	0000000985	Accord Healthcare (Pty) Ltd	723384001	L01BA	S4	Pemetrexed Accord 500	Pemetrexed	500 mg POR	20	1	8095.5	899.5	1349.25	10344.25	517.21	2018-04-01	Generic
49260833	0000000985	Accord Healthcare (Pty) Ltd	723387001	L01CD	S4	Docetaxel Accord 80	Docetaxel	80 mg/4ml INF	4	1	2573.68	285.96	428.95	3288.59	822.15		Generic
49260834	0000000985	Accord Healthcare (Pty) Ltd	723388001	L01CD	S4	Docetaxel Accord 160	Docetaxel	160 mg/8ml INF	8	1	5147.35	571.93	857.89	6577.17	822.15	2018-04-01	Generic
A46260212	0000000985	Accord Healthcare (Pty) Ltd	723389001	L1X2	S4	Oplaxin 50 mg	Oxaliplatin	5 mg/ml INF	10	1	871.63	96.85	145.27	1113.75	111.38	2018-04-01	Originator
A46260212	0000000985	Accord Healthcare (Pty) Ltd	723390001	L1X2	S4	Oplaxin 100 mg	Oxaliplatin	5 mg/ml INF	20	1	1743.26	193.7	290.54	2227.5	111.38		Originator
49260889	0000000985	Accord Healthcare (Pty) Ltd	723753001	L01BA	S4	Terexta 500	Pemetrexed	500 mg POI	20	1	8055	895	1342.5	10292.5	514.63	2018-04-01	Generic
41710661	0000000985	Accord Healthcare (Pty) Ltd	723783001	C08CA	S3	Amlodipine Unicorn 5	Amlodipine Besilate	5 mg TAB	30	1	48.94	5.44	8.16	62.54	2.08		Generic
41710662	0000000985	Accord Healthcare (Pty) Ltd	723784001	C08CA	S3	Amlodipine Unicorn 10	Amlodipine Besilate	10 mg TAB	30	1	72.95	8.11	12.16	93.22	3.11	2018-04-01	Generic
417130126	0000000288	Actavis Pharma (Pty) Ltd	710958001	C07AG	S3	Vediblok 6.25mg	Carvedilol	6.25 mg TAB	30	1	59.35	6.59	9.89	75.83	2.53		Generic
417130127	0000000288	Actavis Pharma (Pty) Ltd	710959001	C07AG	S3	Vediblok 12.5mg	Carvedilol	12.5 mg TAB	30	1	64.49	7.16	10.75	82.4	2.75	2018-04-01	Generic
417130128	0000000288	Actavis Pharma (Pty) Ltd	710960001	C07AG	S3	Vediblok 25mg	Carvedilol	25 mg TAB	30	1	81.1	9.01	13.52	103.62	3.45		Generic
4221120119	0000000288	Actavis Pharma (Pty) Ltd	716420002	G02CB	S4	Arigoline 0,5 mg	Cabergoline	0.5 mg TAB	4	1	174.3	19.37	29.05	222.72	55.68	2018-04-01	Generic
4221510953	0000000288	Actavis Pharma (Pty) Ltd	721277001	R03BA	S3	Budoneb 0.25mg/ml	Budesonide	0.25 mg/ml SUS	2	20	151.51	16.83	25.25	193.59	4.84	2018-04-01	Generic
4221510954	0000000288	Actavis Pharma (Pty) Ltd	721278001	R03BA	S3	Budoneb 0.5mg/ml	Budesonide	0.5 mg/ml SUS	2	20	218.66	24.3	36.44	279.4	6.98		Generic
455710795	0000000288	Actavis Pharma (Pty) Ltd	721528001	R06AX	S2	ACUHIST	Desloratadine	5 mg FCT	10	1	29.39	3.26	4.9	37.55	3.75	2018-04-01	Generic
455710795	0000000288	Actavis Pharma (Pty) Ltd	721528002	R06AX	S2	ACUHIST	Desloratadine	5 mg FCT	30	1	88.16	9.8	14.69	112.65	3.75		Generic
46320695	0000000288	Actavis Pharma (Pty) Ltd	722925001	N02BE	S3	CETAFUSE IV 1 g	Paracetamol 	1 g/100ml INF	100	1	13.27	1.47	2.21	16.96	0.16	2018-04-30	Generic
457150473	0000000288	Actavis Pharma (Pty) Ltd	723127001	G04BE	S4	ACTIGRA 100	Sildenafil	100 mg FCT	4	1	95.69	10.63	15.95	122.26	30.57	2018-04-01	Generic
4520220904	0000000288	Actavis Pharma (Pty) Ltd	723426001	J02AC	S4	ARICON 50	Fluconazole	50 mg CAP	14	1	83.84	9.32	13.97	107.13	7.65		Generic
4520220906	0000000288	Actavis Pharma (Pty) Ltd	723427001	J02AC	S4	ARICON 200	Fluconazole	200 mg CAP	28	1	291.63	32.4	48.6	372.63	13.31	2018-04-01	Generic
46530998	0000000288	Actavis Pharma (Pty) Ltd	723726001	N06DA	S4	REMCEPT XL 8 mg	Galantamine	8 mg CAP	30	1	497.37	55.26	82.89	635.52	21.18		Generic
46530999	0000000288	Actavis Pharma (Pty) Ltd	723727001	N06DA	S4	REMCEPT XL 16 mg	Galantamine	16 mg CAP	30	1	497.37	55.26	82.89	635.52	21.18	2018-04-01	Generic
46531000	0000000288	Actavis Pharma (Pty) Ltd	723728001	N06DA	S4	REMCEPT XL 24 mg	Galantamine	24 mg CAP	30	1	690.79	76.75	115.13	882.67	29.42	2018-04-01	Generic
Z2182294	0000000288	Actavis Pharma (Pty) Ltd	810215004	G03DA	S4	Cyclogest 200 mg	Progesterone	200 mg PVC	1	15	262	12.35	41.15	315.5	21.03		Generic
4220220446	0000001094	Activo Health (Pty) Ltd	714868001	D01BA	S4	Terbi-Clear	Terbinafine Hydrochoride	250 mg TAB	14	1	245.46	24.81	40.54	310.81	22.2	2018-04-01	Generic
417130175	0000001094	Activo Health (Pty) Ltd	714869001	C09AA	S3	Acti-Prex	Perindopril Tert-butylamine	4 mg TAB	30	1	71.47	7.15	11.79	90.41	3.01		Generic
41120297	0000001094	Activo Health (Pty) Ltd	717372001	N06AB	S5	Acti-Lift 20 mg	Citalopram	20 mg TAB	30	1	65	5.71	10.61	81.32	2.71	2018-04-01	Generic
42310322	0000001094	Activo Health (Pty) Ltd	718305001	M01S3	S3	Coxitec 15 mg	Meloxicam	15 mg TAB	30	1	61.5	6.15	10.15	77.8	2.59	2018-04-01	Generic
42310321	0000001094	Activo Health (Pty) Ltd	718306001	M01AC	S3	Coxitec 7,5 mg	Meloxicam	7.5 mg TAB	30	1	30.69	3.07	5.06	38.82	1.29		Generic
4413410095	0000001094	Activo Health (Pty) Ltd	718307001	D07AC	S4	Momate Ointment	Mometasone Furoate	1 mg/g OIN	20	1	104.4	8.87	16.99	130.26	6.51	2018-04-01	Generic
4313410250	0000001094	Activo Health (Pty) Ltd	718942001	D07AC	S4	Momate 0,1% Cream	Mometasone Furoate	1 mg/g CRE	20	1	99.23	8.44	16.15	123.82	6.19		Generic
44751058	0000001094	Activo Health (Pty) Ltd	719366001	C10AA	S4	Lestavor 10	Atorvastatin	10 mg TAB	30	1	25.91	2.59	4.28	32.78	1.09	2018-04-01	Generic
44751059	0000001094	Activo Health (Pty) Ltd	719367001	C10AA	S4	Lestavor 20	Atorvastatin	20 mg TAB	30	1	27.37	2.73	4.52	34.62	1.15	2018-04-01	Generic
44751060	0000001094	Activo Health (Pty) Ltd	719368001	C10AA	S4	Lestavor 40	Atorvastatin	40 mg TAB	30	1	48.2	4.82	7.95	60.97	2.03		Generic
44751061	0000001094	Activo Health (Pty) Ltd	719369001	C10AA	S4	Lestavor 80	Atorvastatin	80 mg TAB	30	1	96.9	9.69	15.99	122.58	4.09	2018-04-01	Generic
4311430502	0000001094	Activo Health (Pty) Ltd	720358001	A02BC	S4	Corpocid 20 mg	Omeptazole	20 mg TAB	30	1	132.43	13.24	21.85	167.52	5.58		Generic
45340033	0000001094	Activo Health (Pty) Ltd	720613001	M05BA	S4	Zolapor	Zoledronic Acid	4 mg/5ml INF	5	1	1042.07	104.2	171.94	1318.21	263.64	2018-04-01	Generic
4120110043	0000001110	Actor Pharma (Pty) Ltd	715059001	J01DC	S4	AUROPROZIL 250 mg	Cefprozil Monohydrate	250 mg TAB	10	1	107.8	8.62	17.46	133.88	13.39	2018-04-01	Generic
4120110044	0000001110	Actor Pharma (Pty) Ltd	715075001	J01DC	S4	AUROPROZIL 500 mg	Cefprozil Monohydrate	500 mg TAB	10	1	178.1	14.24	28.85	221.19	22.12		Generic
