drug_code,ingredient_name,strength
72667,BACITRACIN ZINC,500 UNIT
72698,POLYMYXIN B (POLYMYXIN B SULFATE),10000 UNIT
72769,BENZALKONIUM CHLORIDE,2.25 %
72787,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,2.25 %
72891,PSEUDOEPHEDRINE HYDROCHLORIDE,60 MG
72900,ACETAMINOPHEN,1000 MG
73051,DOXYLAMINE SUCCINATE,12.5 MG
73068,DEXTROMETHORPHAN HYDROBROMIDE,30 MG
73071,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
73097,ACETAMINOPHEN,500 MG
73099,DIPHENHYDRAMINE HYDROCHLORIDE,25 MG
73279,DEXTROMETHORPHAN HYDROBROMIDE,7.5 MG
73280,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
73281,DEXTROMETHORPHAN HYDROBROMIDE,15 MG
73282,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
73388,METFORMIN HYDROCHLORIDE,500 MG
73393,GUAIFENESIN,100 MG
73394,SALICYLIC ACID,2 %
73415,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.99 %
73428,BENZALKONIUM CHLORIDE,2.20 %
73434,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.66 %
73435,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,1.65 %
73477,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
73481,CHLORPHENIRAMINE MALEATE,2 MG
73500,DEXTROMETHORPHAN HYDROBROMIDE,15 MG
73501,PSEUDOEPHEDRINE HYDROCHLORIDE,60 MG
73508,ACETAMINOPHEN,1000 MG
73563,DOXYLAMINE SUCCINATE,12.5 MG
73564,DEXTROMETHORPHAN HYDROBROMIDE,30 MG
73575,PSEUDOEPHEDRINE HYDROCHLORIDE,60 MG
73576,ACETAMINOPHEN,1000 MG
73577,DOXYLAMINE SUCCINATE,7.5 MG
78008,DEXTROMETHORPHAN HYDROBROMIDE,30 MG
78011,DEXTROMETHORPHAN HYDROBROMIDE,7.5 MG
78036,HYDROQUINONE,2 %
78053,OCTINOXATE,2.5 %
78064,PASSION FLOWER,400 MG
78065,VALERIAN,400 MG
78073,DIDECYL DIMETHYL AMMONIUM CHLORIDE,1.8 %
78074,BENZALKONIUM CHLORIDE,4 %
78075,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,1.2 %
78076,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,3 %
78077,VALERIAN,600 MG
78088,ECHINACEA,500 MG
78113,IODINE (POTASSIUM IODIDE),0.15 MG
78115,NICOTINAMIDE,40 MG
78122,D-PANTOTHENIC ACID,10 MG
78128,BIOTIN,45 MCG
78132,VITAMIN D3,400 UNIT
78137,MAGNESIUM (MAGNESIUM OXIDE),100 MG
78140,NICKEL (NICKEL SULFATE),5 MCG
78141,VITAMIN B1 (THIAMINE MONONITRATE),3 MG
78190,VITAMIN B2,3.4 MG
78231,BETA-CAROTENE,2500 UNIT
78241,COPPER (CUPRIC SULFATE),2 MG
78250,VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE),50 UNIT
78251,VITAMIN A (VITAMIN A ACETATE),3500 UNIT
78252,VITAMIN C,100 MG
78253,IRON (FERROUS FUMARATE),10 MG
78254,SILICON (SILICON DIOXIDE),0.01 MG
78257,CHROMIUM (CHROMIC CHLORIDE),50 MCG
78291,MOLYBDENUM (SODIUM MOLYBDATE),50 MCG
78293,VANADIUM (SODIUM METAVANADATE),10 MCG
78294,PHOSPHORUS (DICALCIUM ORTHOPHOSPHATE),125 MG
78295,CALCIUM (CALCIUM PHOSPHATE),175 MG
78296,MANGANESE (MANGANESE SULFATE),5 MG
78336,VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE),4 MG
78354,POTASSIUM (POTASSIUM CHLORIDE),55 MG
78356,TIN (STANNOUS CHLORIDE),0.01 MG
78371,ZINC (ZINC CITRATE),20 MG
78374,FOLIC ACID,0.4 MG
78375,VITAMIN B12,9 MCG
78386,SELENIUM (SODIUM SELENATE),50 MCG
78401,CHLORINE (POTASSIUM CHLORIDE),50 MG
78419,FRUCTUS GARDENIAE JASMINOIDIS,83 MG
78438,POLYGALA,167 MG
78442,PORIA COCOS,167 MG
78505,ZIZYPHUS SPINOSA,250 MG
78506,VITAMIN C,50 MG
78507,ZINC (ZINC GLUCONATE),5 MG
78512,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.814 %
78513,BENZALKONIUM CHLORIDE,2.17 %
78514,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.814 %
78515,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,1.627 %
78556,DIDECYL DIMETHYL AMMONIUM CHLORIDE,1.628 %
78585,BENZALKONIUM CHLORIDE,4.339 %
78586,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,1.628 %
78644,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,3.255 %
78645,DIDECYL DIMETHYL AMMONIUM CHLORIDE,3.255 %
78653,BENZALKONIUM CHLORIDE,8.68 %
78702,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,3.255 %
78731,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,6.51 %
78757,ALFACALCIDOL,0.5 MCG
78759,UBIDECARENONE,30 MG
78784,VITAMIN C,500 MG
78785,"VITAMIN C (ASCORBIC ACID, SODIUM ASCORBATE)",500 MG
78789,VITAMIN E (D-ALPHA TOCOPHEROL),200 UNIT
78790,VITAMIN E (D-ALPHA TOCOPHEROL),400 UNIT
78925,MAGNESIUM (MAGNESIUM OXIDE),50 MG
78927,COPPER (CUPRIC OXIDE),1 MG
78931,VITAMIN D (CHOLECALCIFEROL),200 UNIT
78970,CALCIUM (CALCIUM CARBONATE),600 MG
78978,MANGANESE (MANGANESE SULFATE),1.8 MG
78986,ZINC (ZINC OXIDE),7.5 MG
78987,NICOTINAMIDE,0.66 MG
79010,VITAMIN B1 (THIAMINE MONONITRATE),0.053 MG
79013,VITAMIN B2,0.059 MG
79015,VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE),1.25 MG
79054,VITAMIN C,7.49 MG
79059,VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE),0.0756 MG
79060,FOLIC ACID,0.007 MG
79061,GINGER,500 MG
79091,FEVERFEW,125 MG
79119,ECHINACEA ANGUSTIFOLIA,1000 MG
79120,GINSENG,1300 MG
79121,GINSENG,3000 MG
79241,BENZALKONIUM CHLORIDE,0.8 %
79243,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,0.8 %
79254,BENZALKONIUM CHLORIDE,1.6 %
79272,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,1.6 %
79273,BENZALKONIUM CHLORIDE,2.25 %
79277,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,2.25 %
79282,BENZALKONIUM CHLORIDE,1.6 %
79299,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,1.6 %
74387,BENZALKONIUM CHLORIDE,2.25 %
74395,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,2.25 %
74396,BENZALKONIUM CHLORIDE,4.5 %
74397,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,4.5 %
74401,BENZALKONIUM CHLORIDE,6.25 %
74426,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,6.25 %
74428,CITALOPRAM (CITALOPRAM HYDROBROMIDE),10 MG
74429,VITAMIN D3,200 UNIT
74443,VITAMIN A,1250 UNIT
74514,CALCIUM (CALCIUM CARBONATE),250 MG
74611,ACETAMINOPHEN,80 MG
74641,ACETAMINOPHEN,160 MG
74643,PYRITHIONE ZINC,20 MG
74644,PYRITHIONE ZINC,2.5 MG
74645,VITAMIN E (D-ALPHA TOCOPHERYL ACETATE),400 UNIT
74646,PIMOZIDE,10 MG
74788,TERBINAFINE,10 MG
74789,GINGER,1 G
74794,GINGER,1 G
74795,FEVERFEW,125 MG
74813,VALERIAN,140 MG
74857,EUCALYPTUS OIL,14.4 MG
74858,MENTHOL,263.6 MG
74859,METHYL SALICYLATE,172.3 MG
74860,VITAMIN D (COD LIVER OIL),174 UNIT
74861,VITAMIN A (COD LIVER OIL),2338 UNIT
74863,VITAMIN D (COD LIVER OIL),174 UNIT
74888,VITAMIN A (COD LIVER OIL),2338 UNIT
74907,BENZALKONIUM CHLORIDE,7.95 %
74915,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,7.95 %
74917,AVOBENZONE,2 %
74928,TITANIUM DIOXIDE,1 %
74929,OXYBENZONE,4.5 %
74936,OCTINOXATE,7.5 %
75018,AVOBENZONE,2.5 %
75020,TITANIUM DIOXIDE,2 %
75032,OXYBENZONE,6 %
75054,OCTINOXATE,7.5 %
75074,FEVERFEW,125 MG
75192,VALERIAN,170 MG
75240,VALERIAN,170 MG
75253,GINGER,1 G
75260,ECHINACEA PURPUREA (ECHINACEA),166 MG
75281,FEVERFEW,125 MG
75284,CLOROPHENE,7.05 %
75300,P-TERT-PENTYLPHENOL,10.46 %
75312,O-PHENYLPHENOL,6.12 %
75313,TOLNAFTATE,1 %
75382,HYDROGEN PEROXIDE,58 %
75384,VALERIAN,600 MG
75388,PAMABROM,25 MG
75399,PYRILAMINE MALEATE,12.5 MG
75416,ACETAMINOPHEN,325 MG
75417,TITANIUM DIOXIDE,11.8 %
75435,TITANIUM DIOXIDE,8.5 %
75439,BENZALKONIUM CHLORIDE,5 %
75476,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,5 %
75477,TEA TREE OIL,25 %
75478,ISOPROPYL ALCOHOL,30.6 %
75496,BENZETHONIUM CHLORIDE,0.5 %
75568,HYDRASTIS CANADENSIS,12.5 MG
75570,ECHINACEA (ECHINACEA PURPUREA),125 MG
75573,WILLOW BARK,500 MG
75590,GARLIC,1500 MG
75592,SAW PALMETTO,160 MG
75593,CIMICIFUGA RACEMOSA,75 MG
75598,HYDRASTIS CANADENSIS,12.5 MG
75605,ECHINACEA,125 MG
75629,TROLAMINE SALICYLATE,10 %
75678,TRICLOSAN,0.5 %
75685,EVENING PRIMROSE OIL,500 MG
75735,VITAMIN E (D-ALPHA TOCOPHEROL),15 UNIT
75803,GINSENG,100 MG
75806,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
75807,ACETAMINOPHEN,500 MG
75809,DEXTROMETHORPHAN HYDROBROMIDE,15 MG
75813,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
75816,CHLORPHENIRAMINE MALEATE,2 MG
75817,ACETAMINOPHEN,500 MG
75818,DEXTROMETHORPHAN HYDROBROMIDE,15 MG
75885,FENBENDAZOLE,220 MG
75892,CIMICIFUGA RACEMOSA,75 MG
75910,HYPERICUM PERFORATUM,150 MG
75960,HYPERICUM PERFORATUM,300 MG
75963,SAW PALMETTO,160 MG
75995,VITAMIN D3,125 UNIT
75996,MAGNESIUM (MAGNESIUM OXIDE),50 MG
75997,CALCIUM (CALCIUM CARBONATE),333.0 MG
76048,BENZALKONIUM CHLORIDE,5 %
76051,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,5 %
76052,HARPAGOPHYTUM PROCUMBENS,150 MG
76053,CHLORPHENIRAMINE MALEATE,10 MG
76101,BENZALKONIUM CHLORIDE,0.105 %
76111,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,0.105 %
76116,DIDECYL DIMETHYL AMMONIUM CHLORIDE,3.255 %
76143,BENZALKONIUM CHLORIDE,8.68 %
76194,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,3.255 %
76197,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,6.51 %
76211,DIDECYL DIMETHYL AMMONIUM CHLORIDE,1.628 %
76212,BENZALKONIUM CHLORIDE,4.339 %
76219,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,1.628 %
76223,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,3.255 %
76224,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.814 %
76228,BENZALKONIUM CHLORIDE,2.170 %
76246,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.814 %
76251,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,1.627 %
76252,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.407 %
76297,BENZALKONIUM CHLORIDE,1.085 %
76306,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.407 %
76319,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,0.814 %
76324,CAMPHOR,4.73 %
76341,EUCALYPTUS OIL,1.2 %
76342,MENTHOL,2.6 %
76344,ZINC OXIDE,3.0 %
76389,OCTINOXATE,6.0 %
76390,SIBERIAN GINSENG,1500 MG
76391,MILK THISTLE,175 MG
76433,PYRIDOXINE HYDROCHLORIDE,16.25 MG
76454,MAGNESIUM (MAGNESIUM OXIDE),25 MG
76474,CALCIUM (CALCIUM CARBONATE),250 MG
76523,PYRIDOXINE HYDROCHLORIDE,16.25 MG
76543,CHOLINE BITARTRATE,15 MG
76554,MAGNESIUM (MAGNESIUM OXIDE),25 MG
76562,BETA-CAROTENE,2500 UNIT
76563,CALCIUM (CALCIUM CARBONATE),250 MG
76641,VITAMIN B12,2.5 MCG
76642,VACCINIUM MACROCARPON,90 G
76672,GARLIC,250 MG
76675,DIDECYL DIMETHYL AMMONIUM CHLORIDE,1.628 %
76677,BENZALKONIUM CHLORIDE,4.339 %
76680,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,1.628 %
76701,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,3.255 %
76733,IPRATROPIUM BROMIDE,125 MCG
76734,IPRATROPIUM BROMIDE,250 MCG
76735,IPRATROPIUM BROMIDE,250 MCG
76756,IPRATROPIUM BROMIDE,250 MCG
76757,TROLAMINE SALICYLATE,15 %
76758,ACETYLSALICYLIC ACID,500 MG
76787,DEXTROMETHORPHAN HYDROBROMIDE,15 MG
76798,DEXTROMETHORPHAN HYDROBROMIDE,7.5 MG
76807,BENZTROPINE MESYLATE,2 MG
76808,TERBINAFINE HYDROCHLORIDE,1 %
76835,TERBINAFINE HYDROCHLORIDE,1 %
76868,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),250 MG
76874,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),500 MG
76893,HYPERICUM PERFORATUM,300 MG
76923,METHOCARBAMOL,400 MG
76927,ACETYLSALICYLIC ACID,650 MG
76933,METHOCARBAMOL,400 MG
76955,ACETYLSALICYLIC ACID,325 MG
76972,TRICLOSAN,1 %
76991,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.234 %
76993,BENZALKONIUM CHLORIDE,0.520 %
77025,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.156 %
77087,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,0.390 %
77226,STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN,10000 UNIT
77237,STANDARDIZED SWEET VERNAL GRASS POLLEN,10000 UNIT
77238,STANDARDIZED REDTOP GRASS POLLEN,10000 UNIT
77294,STANDARDIZED MEADOW FESCUE GRASS POLLEN,10000 UNIT
77297,STANDARDIZED ORCHARD GRASS POLLEN,10000 UNIT
77298,CLIOQUINOL,1.0 %
77345,FLUMETHASONE PIVALATE,0.02 %
77404,HYDROXYZINE HYDROCHLORIDE,50 MG
77452,MEDROXYPROGESTERONE ACETATE,10 MG
77478,CONJUGATED ESTROGENS,0.625 MG
77479,CARBAMAZEPINE,200 MG
77501,CARBAMAZEPINE,400 MG
77502,DIDECYL DIMETHYL AMMONIUM CHLORIDE,5.12 %
77503,DIDECYL DIMETHYL AMMONIUM CHLORIDE,20.48 %
77504,DIDECYL DIMETHYL AMMONIUM CHLORIDE,10.24 %
77505,NEOSTIGMINE METHYLSULFATE,1 MG
77521,NEOSTIGMINE METHYLSULFATE,0.5 MG
77532,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),125 MG
77534,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),250 MG
77535,HYDROGEN PEROXIDE,3.3 %
77559,AVOBENZONE,3 %
77579,OCTOCRYLENE,10 %
77625,OCTISALATE,5 %
77626,ZINC OXIDE,7 %
77634,OXYBENZONE,3 %
77665,OCTINOXATE,7.5 %
77667,CETALKONIUM CHLORIDE,6.5 %
77670,BENZALKONIUM CHLORIDE,6.5 %
77680,IMMUNOGLOBULIN (HUMAN),1500 UNIT
77717,THIAMINE HYDROCHLORIDE,100 MG
77766,SULISOBENZONE,3 %
77767,ENSULIZOLE,3 %
77788,AVOBENZONE,1 %
77789,OXYBENZONE,2.5 %
77790,OCTINOXATE,7.5 %
77841,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.684 %
77842,BENZALKONIUM CHLORIDE,1.52 %
77843,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.456 %
77861,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,1.14 %
77862,OATS,2 %
77902,PETROLATUM,4 %
77904,OATS,2 %
77905,MINERAL OIL LIGHT,9 %
77906,XYLAZINE (XYLAZINE HYDROCHLORIDE),100 MG
77930,OATS,5 %
77931,MINERAL OIL LIGHT,79.9 %
77964,"HEPATITIS A VACCINE, INACTIVATED",800 UNIT
77970,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),20 MG
77971,BENZALKONIUM CHLORIDE,0.105 %
77981,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,0.105 %
77982,ZINC OXIDE,3 %
77983,OXYBENZONE,6 %
77984,OCTISALATE,5 %
77990,OCTINOXATE,7.5 %
77993,DEXTROSE,49.5 G
78002,POTASSIUM CHLORIDE,3.35 G
78007,SODIUM CHLORIDE,263 G
84302,MAGNESIUM CHLORIDE,6.86 G
84303,CALCIUM CHLORIDE,8.27 G
84345,DEXTROSE,49.5 G
84346,POTASSIUM CHLORIDE,3.35 G
84377,SODIUM CHLORIDE,263 G
84385,MAGNESIUM CHLORIDE,6.86 G
84397,CALCIUM CHLORIDE,9.92 G
84408,DEXTROSE,49.5 G
84409,POTASSIUM CHLORIDE,10.05 G
84410,SODIUM CHLORIDE,263 G
84411,MAGNESIUM CHLORIDE,6.86 G
84412,CALCIUM CHLORIDE,8.27 G
84413,DEXTROSE,49.5 G
84418,POTASSIUM CHLORIDE,10.05 G
84436,SODIUM CHLORIDE,263 G
84437,MAGNESIUM CHLORIDE,6.86 G
84444,CALCIUM CHLORIDE,9.92 G
84445,DIDECYL DIMETHYL AMMONIUM CHLORIDE,11.51 %
84446,BENZALKONIUM CHLORIDE,9.45 %
84469,DIDECYL DIMETHYL AMMONIUM CHLORIDE,5.755 %
84491,BENZALKONIUM CHLORIDE,4.725 %
84506,DIDECYL DIMETHYL AMMONIUM CHLORIDE,2.8775 %
84517,BENZALKONIUM CHLORIDE,2.3625 %
84518,DIDECYL DIMETHYL AMMONIUM CHLORIDE,2.815 %
84540,BENZALKONIUM CHLORIDE,2.304 %
84568,DIDECYL DIMETHYL AMMONIUM CHLORIDE,5.630 %
84577,BENZALKONIUM CHLORIDE,4.608 %
84578,DIDECYL DIMETHYL AMMONIUM CHLORIDE,11.260 %
84585,BENZALKONIUM CHLORIDE,9.224 %
84613,POLYCARBOPHIL (CALCIUM POLYCARBOPHIL),500 MG
84614,FAMOTIDINE,10 MG
84630,BUTENAFINE HYDROCHLORIDE,1 %
84645,ACETAMINOPHEN,325 MG
84714,ZINC OXIDE,10 %
84740,TITANIUM DIOXIDE,2.6 %
84742,OXYBENZONE,3 %
84771,OCTISALATE,3 %
84815,OCTINOXATE,7.5 %
84958,ZINC OXIDE,10 %
85008,TITANIUM DIOXIDE,0.5 %
85039,OXYBENZONE,3 %
85040,OCTISALATE,3 %
85041,OCTINOXATE,7.5 %
85054,ZINC OXIDE,10 %
85066,TITANIUM DIOXIDE,13.5 %
85076,OXYBENZONE,3 %
85077,OCTINOXATE,7.5 %
85078,ZINC OXIDE,10 %
85084,TITANIUM DIOXIDE,2.5 %
85085,OXYBENZONE,3 %
85100,OCTISALATE,3 %
85104,OCTINOXATE,7.5 %
85105,ZINC OXIDE,10 %
85107,TITANIUM DIOXIDE,5 %
85108,OXYBENZONE,3 %
85117,OCTINOXATE,7.5 %
85121,ZINC OXIDE,10 %
85122,TITANIUM DIOXIDE,1.3 %
85126,OXYBENZONE,3 %
85128,OCTISALATE,3 %
85129,OCTINOXATE,7.5 %
85133,ZINC OXIDE,10 %
85148,TITANIUM DIOXIDE,5 %
85171,OXYBENZONE,3 %
85220,OCTINOXATE,7.5 %
85246,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),40 MG
79300,MOMETASONE FUROATE,.1 %
79301,MOMETASONE FUROATE,.1 %
79302,SIMETHICONE,20 MG
79303,MAGNESIUM HYDROXIDE,200 MG
79304,ALUMINUM HYDROXIDE,200 MG
79305,CODEINE PHOSPHATE,3.3 MG
79306,DIPHENHYDRAMINE HYDROCHLORIDE,12.5 MG
79307,AMMONIUM CHLORIDE,125 MG
79337,OMEPRAZOLE,40 MG
79338,ACETYLSALICYLIC ACID,80 MG
79339,DIMENHYDRINATE,50 MG
79340,PECTIN,150 MG
79343,DEXTROMETHORPHAN HYDROBROMIDE,7.5 MG
79375,DIDECYL DIMETHYL AMMONIUM CHLORIDE,1.953 %
79376,BENZALKONIUM CHLORIDE,4.34 %
79377,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,1.302 %
79378,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,3.255 %
79379,DIDECYL DIMETHYL AMMONIUM CHLORIDE,3.906 %
79380,BENZALKONIUM CHLORIDE,8.68 %
79389,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,2.604 %
79390,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,6.51 %
79411,DEXTROMETHORPHAN HYDROBROMIDE (DEXTROMETHORPHAN POLISTIREX),7.5 MG
79413,DEXTROMETHORPHAN HYDROBROMIDE (DEXTROMETHORPHAN POLISTIREX),15 MG
79463,ACETYLSALICYLIC ACID,500 MG
79464,ZINC OXIDE,7.5 %
79465,HOMOSALATE,10 %
79478,OCTINOXATE,7.5 %
79495,RANITIDINE (RANITIDINE HYDROCHLORIDE),75 MG
79496,CODEINE PHOSPHATE,8 MG
79500,ACETYLSALICYLIC ACID,375 MG
79501,CAFFEINE,15 MG
79502,IBUPROFEN,200 MG
79503,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
79505,DIPHENHYDRAMINE HYDROCHLORIDE,25 MG
79521,PREDNISOLONE SODIUM PHOSPHATE,1 %
79523,BRIMONIDINE TARTRATE,0.2 %
79528,LEVOTHYROXINE SODIUM,200 MCG
79530,DEXTROMETHORPHAN HYDROBROMIDE (DEXTROMETHORPHAN POLISTIREX),30 MG
79549,DIDECYL DIMETHYL AMMONIUM CHLORIDE,2.534 %
79563,BENZALKONIUM CHLORIDE,5.632 %
79567,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,1.690 %
79604,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,4.224 %
79621,DIDECYL DIMETHYL AMMONIUM CHLORIDE,1.35 %
79637,BENZALKONIUM CHLORIDE,3.00 %
79641,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.90 %
79682,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,2.25 %
79683,DEXTROMETHORPHAN HYDROBROMIDE,30 MG
79723,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
79732,ACETAMINOPHEN,325 MG
79734,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.01995 %
79764,BENZALKONIUM CHLORIDE,0.0532 %
79785,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.01995 %
79809,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,0.0399 %
79810,ACETYLSALICYLIC ACID,80 MG
79942,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.01995 %
79956,BENZALKONIUM CHLORIDE,0.0532 %
79996,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.01995 %
80004,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,0.0399 %
80136,DIDECYL DIMETHYL AMMONIUM CHLORIDE,1.26 %
80147,BENZALKONIUM CHLORIDE,2.8 %
80163,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.84 %
80188,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,2.10 %
80196,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.324 %
80222,BENZALKONIUM CHLORIDE,0.720 %
80260,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.216 %
80261,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,0.540 %
80262,BRIMONIDINE TARTRATE,0.2 %
80282,TRICLOSAN,0.33 %
80306,DARBEPOETIN ALFA,15 MCG
80330,DARBEPOETIN ALFA,60 MCG
80348,DARBEPOETIN ALFA,325 MCG
80378,FAMOTIDINE,10 MG
80385,DIDECYL DIMETHYL AMMONIUM CHLORIDE,20.28 %
80387,BENZALKONIUM CHLORIDE,13.52 %
80389,IBUPROFEN,50 MG
80399,DIPHENHYDRAMINE,25 MG
80401,DIPHENHYDRAMINE,50 MG
80402,METHOCARBAMOL,400 MG
80404,ACETAMINOPHEN,500 MG
80405,IFOSFAMIDE,3 G
80413,COAL TAR,2 %
80434,COAL TAR,10 %
80437,FENOFIBRATE,200 MG
80439,IODINE (NONYL PHENOXY POLYOXYETHYLENE ETHANOL-IODINE COMPLEX),0.5 %
80440,BENZALKONIUM CHLORIDE,0.13 %
80451,BISMUTH OXIDE (BISKALCITRATE POTASSIUM),40 MG
80462,TETRACYCLINE HYDROCHLORIDE,125 MG
80557,METRONIDAZOLE,125 MG
80573,HYDROCHLOROTHIAZIDE,100 MG
80578,DESLORATADINE,0.5 MG
80579,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),100 MG
80587,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),250 MG
80625,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),500 MG
80648,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),750 MG
80684,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.45 %
80711,BENZALKONIUM CHLORIDE,1.0 %
80732,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.3 %
80752,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,0.75 %
80753,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.475 %
80757,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.475 %
80765,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,0.95 %
80766,BENZALKONIUM CHLORIDE,0.3 %
80767,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.015 %
80768,BENZALKONIUM CHLORIDE,0.034 %
80769,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.01 %
80770,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,0.025 %
80772,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.324 %
80787,BENZALKONIUM CHLORIDE,0.72 %
80788,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.216 %
80789,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,0.54 %
80808,BENZALKONIUM CHLORIDE,5 %
80819,BENZALKONIUM CHLORIDE,4.25 %
80823,BENZALKONIUM CHLORIDE,10 %
80839,DIDECYL DIMETHYL AMMONIUM CHLORIDE,4.5 %
80848,DIDECYL DIMETHYL AMMONIUM CHLORIDE,4.25 %
80863,BENZALKONIUM CHLORIDE,0.25 %
